age,handle,revenue,race_month_2018-01-01,race_month_2018-02-01,race_month_2018-03-01,race_month_2018-04-01,race_month_2018-05-01,address_CA,address_FL,address_KY,address_NY,gender_Female,gender_Male,internet_/_shop_Desktop,internet_/_shop_Mobile,bet_type_category_Exotic,bet_type_category_WPS
21,2.0,0.24,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
50,21.0,2.31,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
27,3.0,0.36,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
36,5.0,0.4,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
42,2.0,0.14,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
20,25.0,2.75,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
27,38.99999999999999,4.289999999999999,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
27,5.0,0.6,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
43,23.0,1.61,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
18,68.0,4.760000000000002,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
62,37.0,1.11,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0
26,14.0,1.12,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
47,20.0,0.6,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
40,205.0,20.5,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
56,30.0,2.1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
41,4.0,0.48,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
53,520.0,15.6,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
44,172.0,12.04,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
63,5.0,0.6,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
26,815.0,97.8,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
55,2.0,0.24,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
57,594.0,71.28,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
58,30.0,0.8999999999999999,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
36,2439.0,268.29,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
46,3.0,0.33,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
62,2.0,0.06,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
31,5.0,0.35000000000000003,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
48,20.0,0.6,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
34,34.0,1.02,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
41,38.0,1.14,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
18,5.0,0.15,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
36,12.0,0.36,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
56,4.999999999999999,0.14999999999999994,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
65,9.0,0.27,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
33,7.0,0.21,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0
58,1025.0,71.75,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
52,205.0,16.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
29,205.0,14.35,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
36,15.0,1.65,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
23,200.0,16.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
25,50.0,4.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
62,80.0,2.4,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
51,20.0,2.4,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
20,205.0,24.6,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
43,31.0,3.72,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
59,5.0,0.6,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
46,205.0,14.35,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
46,5.0,0.35000000000000003,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
50,339.0,10.17,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
37,35.0,2.8000000000000003,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
42,65.00000000000003,7.150000000000002,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
19,5.0,0.55,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
36,2.0,0.16,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
22,4.0,0.32,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
34,15.0,1.05,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
36,205.0,14.35,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
32,460.0,13.8,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
21,18.0,1.2600000000000002,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
62,5.0,0.15,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0
30,7.0,0.56,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
32,205.0,20.5,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
63,86.0,6.0200000000000005,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
30,2.0,0.24,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
44,2.0,0.14,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
54,5.0,0.35000000000000003,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
57,20.0,0.6,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
24,39.0,4.68,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
22,221.75,26.61,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
18,9.0,0.6300000000000001,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
41,205.0,20.5,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
63,200.0,14.000000000000002,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
20,200.0,6.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
19,205.0,16.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
39,91.0,10.01,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
59,394.0,31.52,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
23,35.0,3.5,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
32,238.0,7.14,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
18,20.0,1.4,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
50,5.0,0.35000000000000003,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
60,5.0,0.55,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
62,264.0,7.92,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
37,5.0,0.15,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
39,74.0,8.879999999999997,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
26,3.0,0.21,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
62,15.0,0.45,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
63,5.0,0.15,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
21,20.0,1.4,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
49,19.0,1.52,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
41,6.0,0.18,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
21,205.0,16.4,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
57,63.0,1.89,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
18,18.0,1.2600000000000002,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
35,14.999999999999993,1.649999999999999,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
33,6.0,0.66,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
33,23.0,1.61,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
41,205.0,14.35,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
24,205.0,6.15,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
52,312.0,21.840000000000003,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
46,200.0,6.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
24,5.0,0.55,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
48,278.0,8.34,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
26,205.0,6.15,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
41,60.0,6.6,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
47,233.0,23.3,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
40,2.0,0.24,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
40,5.0,0.15,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
27,5.0,0.4,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
28,20.0,1.4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
48,30.0,2.1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
40,5.999999999999997,0.6599999999999998,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
29,76.0,2.28,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
58,5.0,0.15,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
25,205.0,14.35,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
32,137.0,10.96,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
28,6.0,0.42,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
60,240.0,16.8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
37,35.0,3.85,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
24,8.999999999999998,0.9899999999999998,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
45,5.0,0.15,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
24,178.00000000000009,21.360000000000014,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
26,10.0,0.8,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
25,210.0,14.7,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
52,47.0,1.41,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
62,9.0,0.99,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
31,20.0,2.4,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
30,5.0,0.55,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
28,50.0,4.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
60,5.0,0.6,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
58,18.0,1.98,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
48,21.0,0.63,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
28,20.0,2.4,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
24,706.0,77.66,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
55,50.0,5.5,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
35,210.0,14.7,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
23,5.0,0.4,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
56,4.5,0.495,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
23,179.0,14.32,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
64,12.0,1.44,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
37,165.00000000000006,4.950000000000002,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
24,47.0,3.2900000000000005,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
59,80.0,6.4,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
32,159.0,11.13,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
37,5.0,0.6,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
58,16.0,0.48,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
36,251.0,7.5299999999999985,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
48,72.0,8.64,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
33,195.0,5.85,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
28,23.0,1.84,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
20,143.0,11.44,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
29,2.0,0.06,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
40,5.0,0.6,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
50,205.0,16.4,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
54,205.0,14.35,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
42,226.0,6.7799999999999985,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
52,50.0,3.5000000000000004,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
55,5.0,0.6,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
60,20.0,2.2,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
20,5.0,0.6,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
43,20.000000000000007,0.6000000000000002,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
57,8.0,0.64,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
35,5.0,0.55,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
56,205.0,6.15,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
54,480.0,38.4,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
23,479.0,33.53,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
36,5.0,0.6,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
51,205.0,6.15,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
18,60.0,1.7999999999999998,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
39,22.0,1.54,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
23,4.5,0.54,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
49,14.0,0.42,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
58,20.0,2.4,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0
42,63.0,6.93,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
56,1606.0,112.42000000000002,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
36,220.0,15.400000000000002,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
48,36.0,1.08,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0
21,31.0,3.72,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
48,100.0,3.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
55,180.0,5.4,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0
28,5.0,0.35000000000000003,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
48,5.0,0.6,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
29,121.0,14.52,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
22,5.0,0.6,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
18,46.99999999999999,5.169999999999998,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
32,171.0,18.81,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
18,7.0,0.56,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
57,89.0,10.68,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
39,4.999999999999999,0.14999999999999994,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
62,187.0,5.6099999999999985,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
61,60.0,4.2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
38,2.0,0.05999999999999999,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
45,16.0,0.48,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
37,22.0,2.2,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
19,45.0,4.95,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
20,30.0,2.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
37,5.0,0.15,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
58,693.0,48.51000000000001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
33,72.0,2.16,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
41,5.0,0.55,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
23,135.0,10.8,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
62,5.0,0.55,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
22,39.0,2.7300000000000004,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
39,615.0,73.8,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
31,84.75,10.17,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
38,60.00000000000002,1.8000000000000005,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
30,9.0,0.99,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
24,2.0,0.06,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
55,40.000000000000014,1.2000000000000004,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0
25,2.0,0.05999999999999999,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
32,220.0,15.400000000000002,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
47,38.0,2.66,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
24,153.0,18.36,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
50,5.0,0.4,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
59,193.0,21.23,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
28,15.0,0.45,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
22,1165.0,139.79999999999998,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
19,5.0,0.4,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
30,7.999999999999997,0.8799999999999998,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
58,21.0,2.1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
20,17.0,1.87,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
58,311.0000000000001,9.330000000000004,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
27,166.0,11.62,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
38,14.0,1.68,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
29,548.0,38.36000000000001,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
39,101.0,8.08,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
32,78.0,6.24,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
29,205.0,16.4,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
51,110.0,12.1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
27,2.0,0.22,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
36,875.0,61.25000000000001,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
24,18.0,0.54,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0
62,98.0,6.86,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
50,40.0,4.4,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
49,54.0,4.32,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
32,5.999999999999999,0.7199999999999999,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
28,93.0,6.510000000000002,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
53,30.0,3.3,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
23,3.0,0.36,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0
60,199.0,23.88,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
54,24.00000000000001,2.8800000000000012,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0
65,205.0,14.35,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
25,1279.0,102.32,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
40,5.0,0.15,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
49,38.0,1.14,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
42,20.0,1.6,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
20,30.0,2.4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
58,100.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
27,2.0,0.24,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
36,11.0,0.33,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
27,62.0,4.340000000000002,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
52,10.0,1.1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
23,5.0,0.15,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
43,205.0,14.35,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
57,517.0,36.19000000000001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
20,5.0,0.5,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
40,200.0,14.000000000000002,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
20,10.0,1.2,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
22,205.0,14.35,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
29,240.0,24.0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1
52,108.0,8.64,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
52,41.0,2.87,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
21,91.0,7.28,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
23,205.0,14.35,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
27,336.0000000000001,36.960000000000015,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
23,85.00000000000003,2.5500000000000007,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
24,60.0,1.7999999999999998,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
25,11.0,0.77,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
52,20.0,2.2,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
55,25.0,0.75,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0
35,2.0,0.22,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
42,26.0,3.12,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
59,60.0,4.2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
18,5.0,0.15,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
51,205.0,24.6,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
52,100.0,8.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
31,5.0,0.6,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
30,54.0,5.94,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
22,420.0,29.4,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
21,554.0,38.78,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
35,40.0,4.0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
54,199.0,13.93,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
48,84.99999999999999,9.349999999999998,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
45,205.0,14.35,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
22,2.0,0.16,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
30,121.0,9.68,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
49,21.0,1.4700000000000002,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
19,8.999999999999996,0.2699999999999999,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0
55,24.0,0.72,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0
63,5.0,0.5,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
24,300.0,9.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
35,2.0,0.22,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
56,10.0,1.1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0
47,5.0,0.55,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
38,5.0,0.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
32,955.0,66.85000000000001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
41,5.0,0.35000000000000003,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
28,20.0,2.4,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
36,5.0,0.15,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
49,9.999999999999998,1.1999999999999995,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
31,3.0,0.09,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
28,5.0,0.15,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
54,305.0,21.35,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
44,248.0,7.439999999999999,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
18,30.0,3.0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
52,5.0,0.55,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
26,7.0,0.21,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
56,50.0,1.5,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0
27,44.49999999999999,5.339999999999998,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
25,47.0,5.64,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
48,157.0,12.56,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
21,21.0,1.4700000000000002,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
35,5.0,0.35000000000000003,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
27,10.0,0.3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
47,5.0,0.15,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
19,5.0,0.6,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
62,30.0,0.8999999999999999,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
37,24.00000000000001,2.640000000000001,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
24,5.0,0.6,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0
44,40.0,1.2,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
30,5.0,0.55,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
21,205.0,16.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
53,278.0,30.58,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
61,132.0,3.96,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
35,86.0,10.32,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
51,5.0,0.35000000000000003,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
43,25.0,2.5,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1
65,150.0,10.500000000000002,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
58,30.0,3.3,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
46,23.0,0.69,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
33,231.0,23.1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
53,5.0,0.15,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
66,3.0,0.09,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
24,2.0,0.22,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
40,9.0,0.72,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
49,51.0,4.08,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
18,289.0,23.12,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
